日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20190228,7314,小田原機器,JASDAQ(スタンダード・内国株）,3700,輸送用機器,6,自動車・輸送機 ,-,-
20190228,7315,ＩＪＴテクノロジーホールディングス,市場第二部（内国株）,3700,輸送用機器,6,自動車・輸送機 ,-,-
20190228,7320,日本リビング保証,マザーズ（内国株）,7200,その他金融業,16,金融（除く銀行） ,-,-
20190228,7321,関西みらいフィナンシャルグループ,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20190228,7322,三十三フィナンシャルグループ,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20190228,7323,アイペット損害保険,マザーズ（内国株）,7150,保険業,16,金融（除く銀行） ,-,-
20190228,7325,アイリックコーポレーション,マザーズ（内国株）,7150,保険業,16,金融（除く銀行） ,-,-
20190228,7326,ＳＢＩインシュアランスグループ,マザーズ（内国株）,7150,保険業,16,金融（除く銀行） ,-,-
20190228,7327,第四北越フィナンシャルグループ,市場第一部（内国株）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20190228,7399,ナンシン,JASDAQ(スタンダード・内国株）,3700,輸送用機器,6,自動車・輸送機 ,-,-
20190228,7404,昭和飛行機工業,市場第二部（内国株）,3700,輸送用機器,6,自動車・輸送機 ,-,-
20190228,7408,ジャムコ,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機 ,6,TOPIX Small 1
20190228,7412,アトム,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20190228,7413,創健社,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7414,小野建,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7416,はるやまホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,7417,南陽,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7419,ノジマ,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20190228,7420,佐鳥電機,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7421,カッパ・クリエイト,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,7422,東邦レマック,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7425,初穂商事,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7426,山大,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7427,エコートレーディング,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7433,伯東,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7434,オータケ,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7435,ナ・デックス,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7438,コンドーテック,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7442,中山福,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7443,横浜魚類,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7444,ハリマ共和物産,市場第二部（内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7445,ライトオン,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,7446,東北化学薬品,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7447,ナガイレーベン,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7448,ジーンズメイト,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,7450,サンデー,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,7451,三菱食品,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
20190228,7453,良品計画,市場第一部（内国株）,6100,小売業,14,小売 ,4,TOPIX Mid400
20190228,7455,三城ホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,7456,松田産業,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7458,第一興商,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,4,TOPIX Mid400
20190228,7459,メディパルホールディングス,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,4,TOPIX Mid400
20190228,7460,ヤギ,市場第二部（内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7461,キムラ,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7462,ダイヤ通商,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,7463,アドヴァン,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,7464,セフテック,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7465,マックスバリュ北海道,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,7466,ＳＰＫ,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7467,萩原電気ホールディングス,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7472,鳥羽洋行,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7475,アルビス,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,7476,アズワン,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
20190228,7477,ムラキ,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7480,スズデン,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7481,尾家産業,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7482,シモジマ,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7483,ドウシシャ,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
20190228,7486,サンリン,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7487,小津産業,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7490,日新商事,市場第二部（内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7494,コナカ,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,7500,西川計測,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7501,ティムコ,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7502,プラザクリエイト本社,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20190228,7504,高速,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7505,扶桑電通,市場第二部（内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7506,ハウス　オブ　ローゼ,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,7508,Ｇ－７ホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,7509,アイエーグループ,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,7510,たけびし,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7512,イオン北海道,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,7513,コジマ,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,7514,ヒマラヤ,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,7515,マルヨシセンター,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20190228,7516,コーナン商事,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20190228,7518,ネットワンシステムズ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20190228,7519,五洋インテックス,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7520,エコス,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,7521,ムサシ,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7522,ワタミ,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20190228,7523,アールビバン,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,7524,マルシェ,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,7525,リックス,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7527,システムソフト,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,7531,清和中央ホールディングス,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7532,ドンキホーテホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,4,TOPIX Mid400
20190228,7537,丸文,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7538,大水,市場第二部（内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7539,アイナボホールディングス,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7544,スリーエフ,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20190228,7545,西松屋チェーン,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20190228,7550,ゼンショーホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,4,TOPIX Mid400
20190228,7551,ウェッズ,JASDAQ(スタンダード・内国株）,3700,輸送用機器,6,自動車・輸送機 ,-,-
20190228,7552,ハピネット,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7554,幸楽苑ホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,7555,大田花き,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7559,ジーエフシー,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7561,ハークスレイ,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,7562,安楽亭,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20190228,7564,ワークマン,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,7565,萬世電機,市場第二部（内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7567,栄電子,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7570,橋本総業ホールディングス,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7571,ヤマノホールディングス,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,7575,日本ライフライン,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
20190228,7577,ＨＡＰｉＮＳ,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,7578,ニチリョク,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,7581,サイゼリヤ,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20190228,7585,かんなん丸,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,7587,ＰＡＬＴＥＫ,市場第二部（内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7590,タカショー,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7591,エクセル,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7593,ＶＴホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20190228,7594,マルカキカイ,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7595,アルゴグラフィックス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,7596,魚力,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,7597,東京貴宝,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7599,ＩＤＯＭ,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7600,日本エム・ディ・エム,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7601,ポプラ,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,7602,カーチスホールディングス,市場第二部（内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7603,マックハウス,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,7604,梅の花,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20190228,7605,フジ・コーポレーション,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,7606,ユナイテッドアローズ,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20190228,7607,進和,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7608,エスケイジャパン,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7609,ダイトロン,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7610,テイツー,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,7611,ハイデイ日高,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20190228,7612,Ｎｕｔｓ,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7613,シークス,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
20190228,7614,オーエムツーネットワーク,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,7615,京都きもの友禅,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,7616,コロワイド,市場第一部（内国株）,6100,小売業,14,小売 ,4,TOPIX Mid400
20190228,7618,ピーシーデポコーポレーション,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,7619,田中商事,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7621,うかい,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,7623,サンオータス,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,7624,ＮａＩＴＯ,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7625,グローバルダイニング,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20190228,7628,オーハシテクニカ,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7630,壱番屋,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20190228,7634,星医療酸器,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7635,杉田エース,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7636,ハンズマン,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,7637,白銅,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20190228,7638,ＮＥＷ　ＡＲＴ　ＨＯＬＤＩＮＧＳ,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,7640,トップカルチャー,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,7643,ダイイチ,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20190228,7646,ＰＬＡＮＴ,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20190228,7647,音通,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20190228,7649,スギホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,4,TOPIX Mid400
20190228,7670,オーウエル,市場第二部（内国株）,6050,卸売業,13,商社・卸売 ,-,-
20190228,7671,ＡｍｉｄＡホールディングス,マザーズ（内国株）,6100,小売業,14,小売 ,-,-
20190228,7701,島津製作所,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,4,TOPIX Mid400
20190228,7702,ＪＭＳ,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20190228,7703,川澄化学工業,市場第二部（内国株）,3750,精密機器,9,電機・精密 ,-,-
20190228,7705,ジーエルサイエンス,市場第二部（内国株）,3750,精密機器,9,電機・精密 ,-,-
20190228,7707,プレシジョン・システム・サイエンス,マザーズ（内国株）,3750,精密機器,9,電機・精密 ,-,-
20190228,7709,クボテック,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20190228,7711,助川電気工業,JASDAQ(スタンダード・内国株）,3750,精密機器,9,電機・精密 ,-,-
20190228,7713,シグマ光機,JASDAQ(スタンダード・内国株）,3750,精密機器,9,電機・精密 ,-,-
20190228,7715,長野計器,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20190228,7716,ナカニシ,JASDAQ(スタンダード・内国株）,3750,精密機器,9,電機・精密 ,-,-
20190228,7717,ブイ・テクノロジー,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,6,TOPIX Small 1
20190228,7718,スター精密,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20190228,7719,東京衡機,市場第二部（内国株）,3750,精密機器,9,電機・精密 ,-,-
20190228,7721,東京計器,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20190228,7722,国際計測器,JASDAQ(スタンダード・内国株）,3750,精密機器,9,電機・精密 ,-,-
20190228,7723,愛知時計電機,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20190228,7725,インターアクション,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20190228,7726,黒田精工,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20190228,7727,オーバル,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20190228,7729,東京精密,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,6,TOPIX Small 1
20190228,7730,マニー,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,6,TOPIX Small 1
20190228,7731,ニコン,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,4,TOPIX Mid400
20190228,7732,トプコン,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,4,TOPIX Mid400
20190228,7733,オリンパス,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,4,TOPIX Mid400
20190228,7734,理研計器,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20190228,7735,ＳＣＲＥＥＮホールディングス,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20190228,7739,キヤノン電子,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20190228,7740,タムロン,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,6,TOPIX Small 1
20190228,7741,ＨＯＹＡ,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,2,TOPIX Large70
20190228,7743,シード,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20190228,7744,ノーリツ鋼機,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,6,TOPIX Small 1
20190228,7745,エー・アンド・デイ,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20190228,7746,岡本硝子,JASDAQ(スタンダード・内国株）,3750,精密機器,9,電機・精密 ,-,-
20190228,7747,朝日インテック,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,4,TOPIX Mid400
20190228,7748,ホロン,JASDAQ(スタンダード・内国株）,3750,精密機器,9,電機・精密 ,-,-
20190228,7749,メディキット,JASDAQ(スタンダード・内国株）,3750,精密機器,9,電機・精密 ,-,-
20190228,7751,キヤノン,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,1,TOPIX Core30
20190228,7752,リコー,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20190228,7758,セコニックホールディングス,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20190228,7760,ＩＭＶ,JASDAQ(スタンダード・内国株）,3750,精密機器,9,電機・精密 ,-,-
20190228,7762,シチズン時計,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,4,TOPIX Mid400
20190228,7768,ジェコー,市場第二部（内国株）,3750,精密機器,9,電機・精密 ,-,-
20190228,7769,リズム時計工業,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20190228,7771,日本精密,JASDAQ(スタンダード・内国株）,3750,精密機器,9,電機・精密 ,-,-
20190228,7774,ジャパン・ティッシュ・エンジニアリング,JASDAQ(グロース・内国株）,3750,精密機器,9,電機・精密 ,-,-
20190228,7775,大研医器,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20190228,7776,セルシード,JASDAQ(グロース・内国株）,3750,精密機器,9,電機・精密 ,-,-
20190228,7777,スリー・ディー・マトリックス,JASDAQ(グロース・内国株）,3750,精密機器,9,電機・精密 ,-,-
20190228,7778,アドメテック,PRO Market,3750,精密機器,9,電機・精密 ,-,-
20190228,7779,ＣＹＢＥＲＤＹＮＥ,マザーズ（内国株）,3750,精密機器,9,電機・精密 ,-,-
20190228,7780,メニコン,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,6,TOPIX Small 1
20190228,7781,平山ホールディングス,JASDAQ(スタンダード・内国株）,3750,精密機器,9,電機・精密 ,-,-
20190228,7782,シンシア,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2
20190228,7805,プリントネット,JASDAQ(スタンダード・内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,7806,ＭＴＧ,マザーズ（内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,7807,幸和製作所,JASDAQ(スタンダード・内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,7808,シー・エス・ランバー,JASDAQ(スタンダード・内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,7809,壽屋,JASDAQ(スタンダード・内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,7810,クロスフォー,JASDAQ(スタンダード・内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,7811,中本パックス,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,7812,クレステック,JASDAQ(スタンダード・内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,7813,プラッツ,マザーズ（内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,7814,日本創発グループ,JASDAQ(スタンダード・内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,7815,東京ボード工業,市場第二部（内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,7816,スノーピーク,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,7817,パラマウントベッドホールディングス,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1
20190228,7818,トランザクション,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,7819,ＳＨＯ－ＢＩ,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,7820,ニホンフラッシュ,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,7821,前田工繊,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,7822,永大産業,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,7823,アートネイチャー,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,7826,フルヤ金属,JASDAQ(スタンダード・内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,7827,オービス,JASDAQ(スタンダード・内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,7829,サマンサタバサジャパンリミテッド,マザーズ（内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,7831,ウイルコホールディングス,市場第二部（内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,7832,バンダイナムコホールディングス,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他 ,4,TOPIX Mid400
20190228,7833,アイフィスジャパン,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,7834,マジェスティ　ゴルフ,JASDAQ(スタンダード・内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,7836,アビックス,JASDAQ(スタンダード・内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,7837,アールシーコア,JASDAQ(スタンダード・内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,7838,共立印刷,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,7839,ＳＨＯＥＩ,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1
20190228,7840,フランスベッドホールディングス,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,7841,遠藤製作所,JASDAQ(スタンダード・内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,7844,マーベラス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20190228,7846,パイロットコーポレーション,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他 ,4,TOPIX Mid400
20190228,7847,グラファイトデザイン,JASDAQ(スタンダード・内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,7849,スターツ出版,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20190228,7850,総合商研,JASDAQ(スタンダード・内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,7851,カワセコンピュータサプライ,市場第二部（内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,7855,カーディナル,JASDAQ(グロース・内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,7856,萩原工業,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2
20190228,7857,セキ,JASDAQ(スタンダード・内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,7859,アルメディオ,市場第二部（内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20190228,7860,エイベックス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20190228,7862,トッパン・フォームズ,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1
20190228,7863,平賀,JASDAQ(スタンダード・内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
